(15, 15)
(16, 15)
(14, 15)
(15, 16)
(15, 14)
(14, 16)
(16, 16)
(14, 14)
(16, 14)
(17, 15)
(17, 16)
(17, 14)
(13, 15)
(13, 16)
(13, 14)
(15, 17)
(14, 17)
(16, 17)
(15, 13)
(14, 13)
(16, 13)
(13, 17)
(17, 17)
(13, 13)
(17, 13)
(18, 15)
(18, 16)
(18, 14)
(18, 17)
(18, 13)
(12, 15)
(12, 16)
(12, 14)
(12, 17)
(12, 13)
(15, 18)
(14, 18)
(16, 18)
(13, 18)
(17, 18)
(15, 12)
(14, 12)
(16, 12)
(13, 12)
(17, 12)
(12, 18)
(18, 18)
(12, 12)
(18, 12)
(19, 15)
(19, 16)
(19, 14)
(19, 17)
(19, 13)
(19, 18)
(19, 12)
(11, 15)
(11, 16)
(11, 14)
(11, 17)
(11, 13)
(11, 18)
(11, 12)
(15, 19)
(14, 19)
(16, 19)
(13, 19)
(17, 19)
(12, 19)
(18, 19)
(15, 11)
(14, 11)
(16, 11)
(13, 11)
(17, 11)
(12, 11)
(18, 11)
(11, 19)
(19, 19)
(11, 11)
(19, 11)
(20, 15)
(20, 16)
(20, 14)
(20, 17)
(20, 13)
(20, 18)
(20, 12)
(20, 19)
(20, 11)
(10, 15)
(10, 16)
(10, 14)
(10, 17)
(10, 13)
(10, 18)
(10, 12)
(10, 19)
(10, 11)
(15, 20)
(14, 20)
(16, 20)
(13, 20)
(17, 20)
(12, 20)
(18, 20)
(11, 20)
(19, 20)
(15, 10)
(14, 10)
(16, 10)
(13, 10)
(17, 10)
(12, 10)
(18, 10)
(11, 10)
(19, 10)
(10, 20)
(20, 20)
(10, 10)
(20, 10)
(21, 15)
(21, 16)
(21, 14)
(21, 17)
(21, 13)
(21, 18)
(21, 12)
(21, 19)
(21, 11)
(21, 20)
(21, 10)
(9, 15)
(9, 16)
(9, 14)
(9, 17)
(9, 13)
(9, 18)
(9, 12)
(9, 19)
(9, 11)
(9, 20)
(9, 10)
(15, 21)
(14, 21)
(16, 21)
(13, 21)
(17, 21)
(12, 21)
(18, 21)
(11, 21)
(19, 21)
(10, 21)
(20, 21)
(15, 9)
(14, 9)
(16, 9)
(13, 9)
(17, 9)
(12, 9)
(18, 9)
(11, 9)
(19, 9)
(10, 9)
(20, 9)
(9, 21)
(21, 21)
(9, 9)
(21, 9)
(22, 15)
(22, 16)
(22, 14)
(22, 17)
(22, 13)
(22, 18)
(22, 12)
(22, 19)
(22, 11)
(22, 20)
(22, 10)
(22, 21)
(22, 9)
(8, 15)
(8, 16)
(8, 14)
(8, 17)
(8, 13)
(8, 18)
(8, 12)
(8, 19)
(8, 11)
(8, 20)
(8, 10)
(8, 21)
(8, 9)
(15, 22)
(14, 22)
(16, 22)
(13, 22)
(17, 22)
(12, 22)
(18, 22)
(11, 22)
(19, 22)
(10, 22)
(20, 22)
(9, 22)
(21, 22)
(15, 8)
(14, 8)
(16, 8)
(13, 8)
(17, 8)
(12, 8)
(18, 8)
(11, 8)
(19, 8)
(10, 8)
(20, 8)
(9, 8)
(21, 8)
(8, 22)
(22, 22)
(8, 8)
(22, 8)
(23, 15)
(23, 16)
(23, 14)
(23, 17)
(23, 13)
(23, 18)
(23, 12)
(23, 19)
(23, 11)
(23, 20)
(23, 10)
(23, 21)
(23, 9)
(23, 22)
(23, 8)
(7, 15)
(7, 16)
(7, 14)
(7, 17)
(7, 13)
(7, 18)
(7, 12)
(7, 19)
(7, 11)
(7, 20)
(7, 10)
(7, 21)
(7, 9)
(7, 22)
(7, 8)
(15, 23)
(14, 23)
(16, 23)
(13, 23)
(17, 23)
(12, 23)
(18, 23)
(11, 23)
(19, 23)
(10, 23)
(20, 23)
(9, 23)
(21, 23)
(8, 23)
(22, 23)
(15, 7)
(14, 7)
(16, 7)
(13, 7)
(17, 7)
(12, 7)
(18, 7)
(11, 7)
(19, 7)
(10, 7)
(20, 7)
(9, 7)
(21, 7)
(8, 7)
(22, 7)
(7, 23)
(23, 23)
(7, 7)
(23, 7)
(24, 15)
(24, 16)
(24, 14)
(24, 17)
(24, 13)
(24, 18)
(24, 12)
(24, 19)
(24, 11)
(24, 20)
(24, 10)
(24, 21)
(24, 9)
(24, 22)
(24, 8)
(24, 23)
(24, 7)
(6, 15)
(6, 16)
(6, 14)
(6, 17)
(6, 13)
(6, 18)
(6, 12)
(6, 19)
(6, 11)
(6, 20)
(6, 10)
(6, 21)
(6, 9)
(6, 22)
(6, 8)
(6, 23)
(6, 7)
(15, 24)
(14, 24)
(16, 24)
(13, 24)
(17, 24)
(12, 24)
(18, 24)
(11, 24)
(19, 24)
(10, 24)
(20, 24)
(9, 24)
(21, 24)
(8, 24)
(22, 24)
(7, 24)
(23, 24)
(15, 6)
(14, 6)
(16, 6)
(13, 6)
(17, 6)
(12, 6)
(18, 6)
(11, 6)
(19, 6)
(10, 6)
(20, 6)
(9, 6)
(21, 6)
(8, 6)
(22, 6)
(7, 6)
(23, 6)
(6, 24)
(24, 24)
(6, 6)
(24, 6)
(25, 15)
(25, 16)
(25, 14)
(25, 17)
(25, 13)
(25, 18)
(25, 12)
(25, 19)
(25, 11)
(25, 20)
(25, 10)
(25, 21)
(25, 9)
(25, 22)
(25, 8)
(25, 23)
(25, 7)
(25, 24)
(25, 6)
(5, 15)
(5, 16)
(5, 14)
(5, 17)
(5, 13)
(5, 18)
(5, 12)
(5, 19)
(5, 11)
(5, 20)
(5, 10)
(5, 21)
(5, 9)
(5, 22)
(5, 8)
(5, 23)
(5, 7)
(5, 24)
(5, 6)
(15, 25)
(14, 25)
(16, 25)
(13, 25)
(17, 25)
(12, 25)
(18, 25)
(11, 25)
(19, 25)
(10, 25)
(20, 25)
(9, 25)
(21, 25)
(8, 25)
(22, 25)
(7, 25)
(23, 25)
(6, 25)
